feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target,f1,f2,f3,f4,f5,label
0.9647993659843834,-0.0664489753094559,0.986768045388332,-0.3580794461793188,0.9972655676588726,1.1818900425588936,-1.6156788462543117,-1.210160502980885,-0.6280767659331332,1.227273822081263,0.0,,,,,,
-0.9165105308540816,-0.5663945912147232,-1.0086140935295795,0.8316167861804036,-1.176962112769968,1.8205439079418155,1.7523748497319198,-0.984534050481968,0.3638964236847781,0.2094700836477726,1.0,,,,,,
-0.1094837253982542,-0.4327738835883886,-0.457649301922268,0.7938184671438157,-0.2686457533097425,-1.836359783770397,1.2390859357282038,-0.246383402514548,-1.0581452076855058,-0.2973760792431064,1.0,,,,,,
1.7504116318225496,2.02360621922964,1.6881593485797473,0.0067998445599977,-1.6076610271180587,0.1847405788957244,-2.619426760706813,-0.3574454228104272,-1.473127192974554,-0.1900390350014944,0.0,,,,,,
-0.2247260602200462,-0.7113032269494793,-0.2207775822377611,0.1171242161498513,1.5360611817095284,0.5975377058947282,0.3486446225147115,-0.9391555697706816,0.1759147731423151,0.236223646264233,1.0,,,,,,
1.357913406328263,-1.2457173764463845,1.2610458681028522,0.0549341109998487,0.975816719344709,0.9184544439424138,-1.8837138792983732,-1.2585049106753343,-1.3015118033501183,-0.7095798547491726,0.0,,,,,,
0.9130853046015368,0.8868873900973003,0.789184564797738,-0.4207617936810532,-1.252393444413119,0.3636318826249679,-1.0871640648459655,0.1989481467964945,-1.0671639899446084,-2.6042138566271342,0.0,,,,,,
0.7543754518516463,-0.4684961133603157,0.1458236245939847,-0.758765257935375,-1.911316891662504,0.0929792465294096,0.6477832978775611,-0.6536791406374189,-2.5355410410918964,1.3508523306990057,1.0,,,,,,
-0.9286104971575856,-0.2570524088130647,-0.8010634496478455,0.2775525134935317,-0.6281493997556425,1.2863821369955335,1.100946854808594,-0.9969316264021268,1.090339402642999,-0.9331060771871093,1.0,,,,,,
0.6103543794338429,-1.8179792253871547,0.4980013639512177,0.7597122954841684,-1.9511018640386248,0.1435879365051602,-0.6365245370389123,0.4196099720241181,-0.8098362555279283,-0.0944587144420027,0.0,,,,,,
0.1616132534450439,-0.1683004231716427,0.630933496949285,0.5991033318635947,-0.3807634038618044,-1.269465266012813,-1.6927846176611947,0.8091127907313788,1.4161803943277034,-1.2077593925433523,0.0,,,,,,
1.0113361893575814,0.6594512411136115,1.2322340399921714,-0.803948414727481,0.7564883543160984,-1.9140600705874675,-2.297937026775677,-0.2477524182397092,-0.0118715738799141,0.30734561670797,1.0,,,,,,
